Target, Prediction
133.0000,198.3510
205.5000,172.0766
196.0000,204.5626
178.0000,115.5295
135.0000,140.4280
99.5000,173.2177
60.1000,126.1404
279.0000,138.8998
241.0000,195.2554
153.5000,198.7124
42.0000,109.9378
229.0000,183.5045
284.0000,187.8092
295.0000,198.8602
46.5000,67.3251
197.5000,183.7957
253.0000,144.5214
210.5000,238.6339
191.0000,198.0452
100.3000,133.0084
144.0000,165.1828
89.5000,107.6852
152.5000,97.7009
126.0000,108.6644
281.0000,171.3400
147.0000,214.2963
232.5000,170.3008
128.8000,128.8103
70.0000,138.9364
70.0000,123.6760
103.0000,124.5869
159.0000,142.4857
202.5000,184.5270
142.9000,131.6515
44.5000,115.1780
113.5000,128.5013
246.5000,303.5819
89.0000,112.1755
123.5000,135.7020
86.5000,146.5844
181.5000,184.9197
192.0000,187.7805
123.5000,141.7129
145.0000,117.7244
74.0000,87.2410
236.0000,186.9668
92.0000,125.3604
127.0000,173.6373
98.5000,141.3088
263.0000,220.0838
59.5000,86.3926
68.0000,99.9422
188.0000,173.1243
73.5000,130.0403
145.5000,177.4447
50.1000,139.1448
264.0000,171.8869
118.0000,128.8218
137.0000,167.0339
133.0000,164.8579
111.5000,38.9066
155.0000,167.9149
156.0000,166.8600
191.0000,176.1065
114.5000,148.2712
221.0000,101.3346
109.0000,151.3507
188.5000,154.0307
144.5000,211.8073
152.5000,157.1338
172.5000,204.2076
164.5000,181.0079
145.0000,187.3202
219.0000,151.9098
210.0000,196.8302
178.5000,162.8631
262.5000,151.7432
95.0000,121.7233
185.0000,245.5236
133.0000,150.9324
122.0000,123.9522
202.0000,194.1592
50.5000,79.3908
153.0000,166.6003
236.5000,184.2524
159.5000,185.2099
242.0000,223.9553
253.5000,185.6680
171.0000,208.3716
222.0000,198.4089
214.5000,183.6916
189.0000,136.9608
269.5000,149.6428
176.0000,202.4223
156.0000,147.4923
133.0000,187.7198
88.0000,149.6620
159.0000,192.6470
225.8000,220.6791
293.5000,203.2194
139.0000,232.5392
156.5000,146.6437
159.0000,116.9919
200.5000,192.4460
146.0000,104.4365
105.0000,151.8292
188.5000,256.3714
179.5000,222.4923
219.0000,147.0134
51.0000,90.3075
152.0000,190.5439
239.5000,183.3067
130.5000,125.8804
172.0000,155.4900
154.0000,137.4090
256.5000,180.9785
117.0000,230.1167
120.0000,191.0586
92.0000,142.4541
129.0000,154.2300
190.0000,162.5401
146.0000,109.3588
150.0000,88.4991
272.0000,237.1496
167.0000,126.6014
215.5000,156.1791
205.5000,179.9847
47.2000,114.4907
200.5000,161.6534
188.0000,158.5103
138.5000,164.0370
207.0000,131.7458
113.0000,137.4090
130.0000,133.3186
102.0000,105.2218
152.0000,179.4145
172.5000,151.6726
79.5000,139.0311
115.8000,134.2767
266.0000,189.3924
237.0000,190.0641
114.5000,148.3002
99.0000,111.7966
140.0000,170.2239
215.0000,190.6038
70.5000,105.3225
66.5000,115.4291
75.0000,155.0203
151.0000,224.2330
237.9000,220.9864
209.5000,145.4580
254.0000,247.4377
186.0000,153.6653
210.5000,238.7902
177.8000,143.7464
239.0000,202.2679
151.0000,263.9877
77.0000,128.7723
78.0000,120.3165
104.0000,149.6053
113.5000,108.3052
230.0000,242.4617
71.0000,114.7662
90.0000,113.5130
76.5000,138.0845
138.5000,145.1045
191.5000,147.3026
103.5000,135.3817
115.5000,102.7976
41.0000,93.8059
111.0000,139.5404
121.5000,167.4256
182.0000,127.8852
144.5000,122.0151
153.0000,134.2802
238.5000,235.7783
261.0000,277.0618
166.5000,135.2796
181.5000,165.9633
227.5000,117.4142
179.0000,140.0177
200.0000,170.5501
194.0000,152.4934
218.0000,144.4926
264.0000,96.3868
79.5000,110.9768
295.0000,187.9468
220.0000,189.2094
132.5000,116.7423
110.5000,128.2511
120.0000,130.9135
175.5000,139.2019
118.5000,171.6852
234.0000,124.9550
279.0000,235.9832
121.0000,193.2087
204.8000,127.6669
121.0000,93.4390
206.0000,193.4446
105.2000,91.0594
123.0000,143.3508
118.5000,58.3924
212.0000,232.9740
164.0000,186.4203
179.5000,174.6279
84.5000,156.4439
149.5000,166.4473
227.5000,175.8622
184.0000,106.4551
82.0000,196.8946
114.0000,119.4258
172.0000,213.8674
146.5000,95.1083
145.0000,170.5557
130.0000,161.1908
108.0000,111.6003
194.0000,119.2533
275.0000,190.9031
264.0000,207.9997
204.0000,215.7034
166.0000,154.0453
53.5000,74.3900
164.0000,194.2436
124.0000,161.6029
118.0000,151.6437
88.0000,101.8937
198.0000,158.0476
173.5000,149.9098
190.5000,138.2880
209.0000,228.0079
75.0000,97.1767
221.0000,105.9952
231.5000,110.4278
163.5000,185.4756
163.0000,134.7626
191.5000,168.1318
186.0000,188.1448
63.5000,100.2146
126.0000,176.8405
137.5000,167.8398
110.5000,127.7985
185.5000,155.7363
104.0000,157.6166
140.5000,170.2772
182.8000,181.8247
215.0000,170.1981
174.0000,205.8788
168.5000,177.5744
146.5000,170.5369
141.5000,126.1809
183.5000,88.9658
199.0000,182.7996
