Target, Prediction
137.0000,144.4881
294.0000,240.5480
83.0000,124.7857
265.5000,226.8312
143.5000,154.0808
187.5000,161.8980
120.5000,93.7686
232.0000,151.0189
79.5000,136.0817
143.0000,103.8737
140.0000,154.5291
108.5000,106.3170
213.7000,194.7399
87.0000,138.1781
92.0000,108.0697
162.5000,210.0117
53.5000,61.8694
182.0000,210.4098
185.5000,189.0217
87.5000,119.6558
66.0000,148.7842
133.0000,165.8139
225.8000,208.9453
132.5000,130.4518
164.0000,181.4861
105.2000,93.4041
257.5000,178.6993
132.0000,120.2476
119.0000,86.1890
174.0000,203.0150
159.0000,141.2472
215.0000,249.6043
260.0000,222.6722
169.5000,144.8928
44.0000,83.1537
204.5000,193.8027
122.0000,168.2753
66.5000,107.6370
168.0000,172.2866
111.5000,86.8296
80.0000,105.4112
193.5000,111.2844
115.5000,176.8400
161.5000,170.9868
189.5000,181.5110
150.5000,206.2972
150.5000,175.6723
307.5000,185.1188
63.0000,138.4735
190.0000,164.3227
292.0000,329.4688
184.2000,165.2480
172.0000,204.1750
188.5000,186.1899
74.0000,151.3490
135.0000,140.4490
250.0000,167.2600
166.5000,181.3477
101.7000,126.0899
123.0000,142.3497
146.0000,159.4060
219.0000,194.9956
109.5000,153.4965
139.5000,147.8931
183.0000,194.8687
137.0000,121.7321
137.0000,99.0865
51.5000,139.8285
199.0000,146.6407
171.0000,158.6329
191.0000,184.7720
114.2000,109.9659
198.0000,125.4279
175.5000,131.9089
198.5000,167.3349
156.0000,126.5476
75.0000,84.7587
133.5000,145.0931
280.0000,227.4225
127.5000,177.5064
101.0000,152.4016
134.0000,192.0458
122.0000,117.5780
166.5000,133.7179
189.0000,192.9814
159.9000,187.2433
78.5000,102.1009
157.5000,189.7824
345.0000,181.6736
80.0000,107.5214
179.5000,175.5515
214.5000,253.4638
141.5000,146.7111
37.2000,96.5441
185.5000,129.3763
71.5000,91.2499
135.2000,162.9968
154.5000,191.5742
84.0000,134.5839
179.5000,110.2708
59.5000,72.0800
224.0000,182.4819
221.5000,183.6200
151.0000,149.0523
185.5000,163.1070
139.0000,134.2096
91.0000,79.4350
166.0000,146.1923
106.0000,127.0719
159.5000,158.6583
114.5000,151.3723
137.5000,133.4830
103.5000,131.8067
84.5000,88.3787
184.0000,88.7401
60.0000,131.2698
178.5000,237.1268
113.0000,286.3035
63.3000,121.7048
150.0000,202.2323
219.5000,192.6125
145.0000,161.6315
150.0000,188.7747
90.5000,120.0381
102.0000,137.1314
123.5000,132.3298
68.0000,142.9305
149.0000,146.6951
316.0000,214.8248
153.5000,183.3772
50.5000,83.7812
221.0000,129.9830
139.0000,203.4757
169.5000,172.7568
163.5000,146.4962
140.0000,161.0458
217.0000,195.0455
203.8000,170.4765
245.8000,194.3064
140.5000,161.5003
295.0000,219.7780
148.5000,173.5452
157.5000,167.9285
172.0000,150.5814
114.0000,115.1879
151.0000,110.1871
76.0000,138.7835
119.2000,135.3073
104.5000,163.6443
271.5000,219.7250
194.5000,252.3535
158.0000,55.4474
138.5000,183.8759
218.0000,150.2644
209.0000,187.7377
78.5000,70.0900
51.5000,65.6260
163.0000,216.6196
102.5000,116.4094
247.0000,276.5463
173.2000,133.2918
105.0000,183.2139
207.5000,188.4795
123.5000,125.2902
126.0000,196.1420
265.0000,220.3005
303.2000,132.4187
203.0000,229.1639
223.5000,153.5366
277.0000,133.4749
238.5000,243.4492
211.5000,184.8618
116.0000,106.4499
196.0000,160.0217
133.0000,163.7144
100.0000,111.5762
265.0000,232.9738
58.8000,132.6214
38.0000,75.4977
129.5000,111.5337
122.0000,160.2566
210.0000,217.1079
324.0000,307.5352
94.5000,136.9701
76.0000,90.0876
167.0000,156.3467
248.0000,154.2137
97.0000,126.0997
221.0000,151.6131
122.5000,128.4919
40.0000,103.6604
250.1000,288.5977
152.8000,110.8244
234.0000,228.6866
201.0000,93.6331
240.5000,148.1851
152.0000,180.0195
188.0000,193.0867
75.5000,133.5972
317.0000,340.4018
234.0000,220.4610
118.0000,131.7996
247.0000,230.4945
102.8000,135.5394
187.5000,194.0333
222.5000,195.0230
83.5000,156.4253
307.5000,238.5768
64.5000,84.1380
133.0000,132.4051
240.0000,162.2185
180.5000,168.3251
110.0000,162.3530
267.0000,220.6849
197.5000,173.1442
141.5000,148.3098
150.0000,186.5124
237.0000,218.7479
135.5000,187.4027
150.0000,174.5110
289.0000,237.5065
88.5000,126.7092
220.0000,152.5742
170.5000,156.7217
222.5000,187.4330
71.5000,107.4969
