Target, Prediction
60.5000,104.9285
214.0000,188.0160
82.5000,100.8443
199.5000,235.8158
74.0000,111.5875
71.5000,121.7830
105.0000,120.8913
145.5000,120.9587
163.0000,161.0655
149.0000,144.4431
78.0000,152.1414
206.0000,143.1682
186.0000,185.2957
173.2000,131.5532
111.5000,91.9771
171.5000,101.2618
233.0000,159.0095
170.0000,124.4330
234.0000,203.1943
143.5000,156.2800
200.0000,137.1573
243.0000,283.6118
126.0000,150.8859
75.0000,86.6263
156.0000,122.8791
95.0000,115.6861
106.5000,110.8618
72.5000,112.5854
200.0000,175.6937
164.0000,145.2740
82.0000,96.4278
149.0000,169.3306
141.0000,181.2059
141.5000,103.0988
156.0000,108.8958
107.0000,163.6708
125.6000,125.9293
156.0000,128.4410
123.5000,131.9639
240.0000,115.8203
52.8000,80.6434
264.0000,206.8328
175.0000,220.2848
103.0000,156.6085
215.5000,151.2906
191.0000,140.5657
155.0000,154.0472
222.5000,193.8116
41.0000,75.1135
120.5000,189.5753
196.5000,149.3020
209.5000,161.3034
56.0000,143.7440
241.0000,191.2352
126.0000,137.0297
170.0000,105.6213
216.0000,185.3118
132.5000,141.6487
178.5000,161.1287
169.0000,151.7968
184.0000,161.3177
174.0000,123.2302
78.0000,98.6051
64.5000,142.3869
97.0000,148.7240
61.0000,95.3889
176.0000,134.5038
151.0000,198.2077
197.0000,128.8786
147.5000,195.7396
172.5000,188.1981
55.0000,119.9284
171.0000,189.1339
134.5000,85.4023
169.5000,215.7597
113.5000,134.6990
94.0000,139.4198
168.0000,132.3759
116.0000,113.7231
146.0000,204.3354
281.0000,234.1432
112.0000,129.7521
158.8000,184.6472
178.0000,109.2404
51.0000,89.4824
139.0000,116.9327
220.0000,157.8047
261.5000,230.1915
227.5000,197.2805
162.0000,105.6213
64.0000,105.6089
106.5000,122.8621
234.5000,250.1858
215.0000,140.4390
177.0000,145.9250
42.0000,101.5121
49.0000,78.6240
172.5000,209.9861
76.5000,129.0336
100.0000,104.6254
187.0000,158.0232
65.5000,172.3077
209.0000,164.9328
237.0000,166.2466
142.0000,159.1041
121.0000,152.7790
188.0000,141.7814
44.5000,104.8653
94.5000,131.8425
61.0000,49.4593
99.5000,98.7946
202.0000,216.6466
166.0000,216.0598
176.5000,113.4517
141.5000,140.4889
144.5000,152.0256
132.0000,115.7992
214.5000,189.6432
194.5000,253.6631
103.5000,137.2638
165.5000,164.2839
98.0000,169.9599
125.5000,68.0125
152.0000,139.2461
249.0000,200.4426
152.5000,169.6304
113.5000,157.6865
140.5000,153.2853
130.0000,153.5396
226.0000,212.8808
139.0000,160.6452
32.5000,68.2068
66.0000,129.0005
280.0000,200.8585
150.0000,182.6979
145.0000,152.2565
179.5000,176.8266
103.5000,109.2649
116.5000,103.4352
100.0000,143.0186
203.8000,150.2609
111.5000,120.3860
208.0000,115.1961
93.0000,108.0150
314.0000,233.0013
114.0000,89.3974
272.0000,198.2532
145.5000,95.2656
181.0000,194.7696
186.0000,190.9617
176.0000,185.3885
127.5000,191.6689
312.5000,209.8861
265.0000,201.6743
266.0000,228.7398
63.6000,85.2745
101.0000,141.3214
135.0000,122.6091
48.5000,85.5987
122.0000,163.2549
281.0000,111.2313
109.0000,148.3306
121.5000,170.3223
217.0000,209.9430
128.5000,177.8106
106.0000,214.4604
184.5000,197.3881
257.0000,210.1425
305.0000,211.3916
166.0000,143.4982
389.0000,182.9291
200.5000,206.5086
99.2000,108.9403
202.0000,135.3288
144.5000,206.5938
147.5000,224.9579
86.0000,134.0347
181.5000,146.3112
206.0000,199.2162
209.0000,223.6068
106.0000,100.8719
229.5000,249.8467
72.0000,80.7002
168.5000,150.6223
78.0000,89.4195
234.0000,169.3034
169.0000,178.5432
67.5000,141.5416
136.0000,181.1190
106.0000,137.1285
49.0000,123.5994
165.5000,198.8488
245.8000,204.3842
171.4000,125.6648
80.0000,78.3095
240.0000,247.6997
119.5000,92.6290
241.5000,242.2672
164.0000,209.9091
121.5000,162.9995
98.5000,143.4392
216.5000,130.6258
216.0000,183.5799
131.5000,143.5259
210.0000,179.9369
43.0000,136.5608
114.0000,127.4886
71.5000,136.5660
102.5000,96.5408
235.0000,145.1553
83.0000,98.1082
197.5000,169.8681
78.0000,76.3300
209.0000,120.1781
151.0000,169.7303
151.5000,146.5374
237.4000,193.1050
114.5000,154.9850
266.0000,188.6705
87.0000,149.4581
56.0000,84.0239
180.5000,183.1104
181.0000,182.9429
176.0000,117.0310
239.5000,142.5509
116.0000,151.3350
208.0000,162.1381
95.0000,128.5137
113.0000,218.6342
143.8000,99.1840
127.0000,88.8806
106.0000,146.4144
210.5000,197.6942
97.0000,140.3104
174.0000,162.8378
266.0000,220.7842
209.5000,144.3590
55.5000,77.2750
161.5000,175.9247
181.0000,168.8722
44.8000,113.6773
85.0000,117.0184
158.0000,114.6628
288.5000,232.5911
296.0000,184.2860
239.0000,138.2006
151.0000,84.7337
155.0000,141.6858
146.0000,211.1001
250.0000,232.3620
176.0000,251.4553
163.5000,176.7656
149.5000,151.1044
156.5000,134.3832
103.0000,110.7390
97.0000,138.3412
129.5000,150.3221
176.0000,198.2113
92.5000,200.3374
27.5000,90.2950
172.5000,221.4919
159.0000,148.2227
79.5000,125.6648
164.5000,138.7460
186.2000,145.3141
242.0000,154.3485
127.0000,163.9659
76.0000,112.0323
133.0000,160.2491
156.5000,124.9415
128.0000,86.6148
200.5000,214.3882
240.0000,189.0229
101.5000,124.1276
164.5000,73.7103
131.5000,133.3468
221.5000,163.8608
147.0000,145.9572
101.0000,150.2943
171.0000,173.7869
239.0000,165.8816
61.0000,128.7797
254.0000,238.1047
208.0000,149.4548
178.5000,183.0941
171.5000,153.3300
110.5000,117.0859
133.0000,181.3241
224.0000,162.8969
87.5000,158.1982
126.0000,207.2029
102.0000,121.9517
125.0000,142.8312
98.0000,172.3537
120.5000,127.9554
236.0000,190.0409
164.5000,171.8672
230.0000,139.4624
77.5000,122.6224
63.5000,96.3192
236.0000,149.5062
300.8000,184.9360
125.0000,126.9191
189.5000,192.8872
191.0000,127.3622
126.5000,107.3987
230.0000,146.7614
158.5000,160.2268
151.0000,128.6677
74.5000,128.8733
244.0000,183.6404
114.4000,83.3957
170.5000,157.4990
179.0000,210.9175
38.0000,121.0684
106.0000,148.6425
38.0000,95.5010
298.0000,292.1965
167.5000,169.2594
83.0000,130.3109
123.0000,179.7209
144.0000,141.9017
157.0000,145.1484
87.0000,108.7885
70.5000,126.1229
115.0000,192.9728
50.0000,91.5569
173.5000,159.5346
206.5000,208.3557
334.0000,219.7260
77.5000,79.2506
124.5000,140.0040
120.5000,190.0248
169.0000,92.7120
245.8000,173.1827
198.5000,222.3802
78.0000,124.1378
165.5000,180.1989
60.0000,116.8403
284.5000,167.1519
255.0000,190.1113
113.5000,50.2439
200.0000,192.8253
155.0000,133.9854
35.0000,98.5090
225.0000,160.5486
74.0000,80.8864
220.0000,151.2931
79.5000,113.2892
161.0000,135.7957
130.2000,113.3070
55.6000,108.0207
124.0000,80.2433
259.0000,206.6948
60.0000,117.8092
232.5000,220.2932
226.0000,202.3164
41.0000,100.3272
160.5000,148.2030
120.0000,114.8711
178.0000,156.3365
137.5000,121.9717
84.5000,125.0367
56.5000,103.2418
119.5000,151.7530
252.4000,227.2941
226.5000,229.0507
120.0000,113.6947
68.0000,94.0420
191.0000,215.9122
68.0000,131.2171
169.0000,79.1043
150.0000,133.3463
75.0000,113.1684
50.5000,79.3278
145.0000,108.6960
267.0000,230.9040
160.5000,119.2164
215.0000,103.7987
209.0000,177.7581
74.5000,93.6059
188.0000,173.8763
250.0000,170.0774
108.5000,164.7838
223.0000,186.3206
233.0000,222.1606
91.5000,110.0921
141.2000,157.8343
204.5000,170.9873
216.5000,191.5977
168.5000,174.6569
224.5000,125.8086
231.0000,147.1902
112.0000,134.8048
240.5000,119.6038
154.5000,190.2566
70.0000,99.7606
189.5000,281.7596
256.5000,100.0247
137.0000,152.3244
103.0000,138.5867
184.0000,187.8417
42.5000,51.7642
98.5000,80.7147
151.0000,113.5044
119.5000,170.1611
187.0000,160.7159
64.5000,68.5207
127.8000,109.6923
86.8000,120.4415
340.0000,243.5829
104.0000,142.9037
69.5000,114.1700
192.0000,317.2686
141.5000,138.5204
185.0000,131.8159
172.0000,157.2181
96.0000,132.4918
105.0000,148.8500
64.5000,79.3245
280.0000,220.3227
103.5000,102.6729
257.5000,165.5294
136.0000,165.7905
152.0000,173.7068
72.5000,118.8430
74.5000,112.8620
147.5000,173.2937
110.8000,148.0731
173.0000,93.6747
245.0000,125.9557
89.5000,142.5287
330.0000,244.7311
222.5000,192.6042
146.0000,77.5959
250.0000,199.9534
192.0000,151.9949
250.1000,268.5823
56.5000,63.2226
107.0000,123.2899
88.5000,108.3600
240.0000,238.3650
136.0000,218.1709
254.0000,172.8177
139.0000,140.3100
32.0000,89.3433
129.0000,122.1116
145.0000,165.2939
247.5000,197.1041
132.0000,205.2655
87.0000,69.5028
153.0000,151.9450
166.0000,125.2214
392.5000,184.9360
213.0000,246.9539
150.0000,179.0398
264.0000,173.9321
118.5000,164.7292
195.0000,139.7072
166.0000,188.1647
164.0000,126.0556
140.5000,151.7309
137.0000,125.0176
108.5000,104.5672
143.5000,144.3348
114.8000,80.3538
159.0000,117.7029
144.5000,154.3708
232.5000,160.7988
163.0000,123.9500
89.8000,113.3762
295.0000,270.1843
253.5000,174.9156
129.0000,121.1706
196.0000,137.5378
265.5000,210.8669
164.5000,291.4294
203.5000,142.3864
77.5000,151.7348
137.0000,111.5412
199.0000,141.7054
158.5000,182.3006
155.0000,172.6984
167.8000,244.4344
175.5000,218.3777
131.0000,85.8396
110.5000,72.6044
178.0000,154.5577
145.5000,179.3172
157.5000,132.3209
107.5000,101.5263
139.5000,112.0890
134.0000,126.2188
155.0000,163.5988
144.0000,223.1112
117.0000,178.4366
197.0000,188.0395
214.5000,189.1220
190.0000,130.4408
57.5000,100.3984
144.0000,131.8318
198.0000,171.6777
279.0000,143.9982
102.8000,172.2420
152.0000,104.6169
176.0000,219.2269
40.5000,106.9274
212.5000,114.1700
256.0000,118.6196
211.0000,185.4794
153.0000,158.7996
67.0000,105.6637
190.0000,149.1815
157.5000,141.4669
282.0000,264.0163
88.0000,108.5828
144.5000,143.6138
102.5000,154.8602
115.5000,102.3174
202.0000,179.9066
111.5000,129.0005
89.5000,82.6562
133.0000,77.6419
175.5000,143.7404
175.0000,93.9425
163.0000,148.3885
178.5000,190.4890
188.5000,147.8690
314.5000,176.7383
62.5000,86.5499
81.0000,136.3807
161.0000,148.0543
204.8000,124.0132
257.5000,147.2473
127.5000,158.1982
110.0000,174.4286
175.0000,166.2330
281.0000,126.5575
160.0000,124.1252
