Target, Prediction
247.5000,185.8098
169.0000,124.4467
240.0000,192.8497
178.0000,165.1977
180.0000,173.4597
156.5000,117.0214
160.0000,188.3986
123.5000,127.6633
209.0000,232.5215
85.5000,112.2276
46.0000,110.3840
157.0000,102.8986
209.5000,150.4147
284.0000,275.7395
201.0000,165.6368
162.0000,200.3730
119.0000,176.5647
149.0000,110.9035
160.5000,111.4852
205.0000,169.1617
145.0000,153.7110
245.0000,217.5970
223.5000,111.9129
238.0000,110.1974
216.0000,170.7954
140.5000,200.6311
222.5000,199.3466
120.0000,163.2392
165.5000,200.2128
178.0000,171.1878
275.0000,177.7381
93.0000,63.3779
123.0000,150.5305
74.5000,67.7230
160.5000,161.5090
234.0000,148.8643
166.0000,122.2850
268.5000,193.1523
287.7000,258.5235
135.0000,168.5214
235.5000,173.4245
221.5000,183.8607
160.0000,159.5275
90.5000,106.4748
163.0000,185.7348
163.5000,167.1846
141.0000,147.1331
91.5000,127.3591
284.5000,168.0228
168.5000,116.3045
195.5000,180.8632
156.0000,183.0577
52.0000,104.3717
175.0000,194.8247
227.0000,172.4762
161.0000,209.8923
70.0000,122.8045
181.0000,205.3758
151.0000,138.4597
176.0000,239.2749
77.5000,101.2132
122.4000,92.2649
55.0000,111.8551
51.5000,114.1625
160.5000,186.8781
83.5000,128.2749
251.5000,221.6321
209.0000,126.3109
179.5000,179.8649
200.5000,196.6723
279.0000,172.7660
216.0000,159.3942
130.5000,167.5904
44.5000,90.0783
162.0000,154.8821
220.9000,272.1635
89.0000,123.0931
125.0000,189.8786
157.0000,165.7650
72.5000,111.3566
149.0000,188.1122
129.0000,189.3076
146.0000,129.7569
167.0000,141.6640
174.0000,133.3651
163.0000,129.3071
109.5000,162.1929
78.5000,94.1707
100.0000,127.3265
202.0000,137.0448
87.0000,141.0954
151.0000,233.8637
141.0000,166.2812
152.0000,162.9531
145.5000,129.3190
233.0000,194.0405
105.0000,118.9748
188.5000,265.6803
155.0000,149.0255
184.5000,186.4954
144.5000,164.8546
98.0000,173.4483
140.5000,168.6990
90.5000,61.8108
118.5000,143.5411
