Target, Prediction
128.0000,142.1542
49.0000,146.8762
152.0000,166.9508
176.0000,147.2998
163.0000,157.4821
163.0000,164.8874
228.0000,161.2502
164.0000,146.9527
186.5000,397.4864
186.2000,157.0245
330.0000,267.0727
169.5000,199.7040
165.0000,180.6905
178.0000,161.4757
88.0000,102.9967
214.5000,100.1684
100.0000,99.2861
118.0000,153.1938
130.0000,124.2046
106.0000,90.9216
253.0000,138.4320
89.5000,100.1610
82.0000,108.1171
123.0000,98.3800
163.5000,172.4380
206.0000,195.8438
140.5000,194.3225
295.5000,136.6103
280.0000,135.5949
126.0000,103.0305
186.0000,133.3415
135.0000,198.6547
96.5000,151.5890
190.0000,260.8618
99.8000,146.1332
161.0000,172.0945
97.5000,149.4480
194.5000,116.3327
107.0000,85.9001
230.0000,170.3003
99.5000,117.1433
171.0000,228.3958
200.0000,135.9338
82.5000,122.9025
95.0000,103.0335
160.5000,140.7135
228.0000,91.7263
115.5000,155.9949
215.0000,128.0807
156.5000,130.2113
217.0000,177.3537
186.0000,143.5598
187.5000,132.8032
159.0000,150.5807
176.5000,159.9931
148.0000,128.3417
78.0000,127.6049
240.0000,130.3889
127.0000,171.6637
150.0000,162.0664
157.0000,100.0654
196.0000,102.1780
191.0000,186.2472
240.0000,175.3707
172.5000,211.8709
127.0000,160.8860
57.5000,93.0896
50.0000,77.8963
155.7000,204.9895
203.5000,143.3480
165.5000,148.7222
195.5000,188.1631
280.0000,175.0724
92.5000,93.3240
155.0000,159.4771
216.7000,182.2893
151.0000,154.5977
169.0000,143.0858
210.0000,135.0443
148.6000,188.9441
91.0000,188.7384
196.5000,158.6558
78.0000,104.6561
169.0000,80.9728
151.0000,201.2044
179.5000,215.9380
109.0000,190.5491
104.0000,127.3815
202.2000,170.6258
142.0000,98.8720
139.0000,155.2711
171.0000,187.6201
180.0000,157.6466
195.0000,119.3262
178.5000,217.2576
97.0000,115.4496
205.0000,180.8362
71.5000,67.0603
88.6000,120.5942
125.0000,118.1028
180.5000,171.1442
161.0000,190.9290
82.5000,128.8679
154.0000,125.9655
141.0000,198.7294
160.0000,175.1419
218.0000,162.1023
90.5000,111.7791
216.0000,100.7104
196.0000,126.9908
156.0000,174.7619
116.0000,177.5371
252.0000,185.7484
98.5000,147.0911
135.2000,154.8555
220.1000,260.4147
81.5000,107.9512
78.0000,104.3444
192.0000,158.8914
119.0000,142.5008
171.0000,201.9094
121.5000,196.9682
178.5000,175.0938
141.0000,101.7088
198.5000,174.4628
217.5000,176.4933
116.0000,118.9281
234.0000,147.4487
79.0000,157.1963
137.0000,148.9808
224.5000,129.3583
168.8000,204.6155
173.5000,145.3935
161.0000,178.2610
77.5000,95.9994
186.0000,182.6056
166.1000,132.0834
166.5000,155.3692
256.0000,120.9499
210.0000,139.1341
195.5000,181.4489
236.0000,187.2338
210.5000,151.1994
160.0000,113.0767
57.2000,83.9807
215.5000,164.2254
189.0000,106.6726
195.0000,119.1457
138.0000,183.5938
188.5000,169.9512
63.5000,92.0269
215.0000,210.1313
110.8000,139.5101
112.5000,170.3007
71.5000,79.7108
156.5000,124.2181
146.8000,133.1998
232.5000,193.6935
69.5000,103.6389
