Target, Prediction
234.2000,228.3370
158.5000,173.6654
121.5000,111.9569
95.0000,144.5272
77.0000,129.5939
27.5000,82.3683
194.0000,86.9406
223.0000,213.6300
178.5000,202.9300
141.0000,144.9934
110.0000,191.1311
212.0000,204.0700
243.5000,250.1053
232.5000,213.1718
74.5000,103.1320
188.0000,132.6629
100.0000,118.9628
167.0000,157.2753
99.5000,127.7638
94.5000,148.6477
175.0000,84.2629
176.0000,179.7006
71.5000,147.4645
232.5000,221.7253
49.0000,113.3842
159.0000,143.7974
86.0000,132.2885
241.0000,220.2790
137.0000,101.2020
172.5000,180.3786
107.0000,120.3858
164.0000,146.5051
167.5000,201.5855
57.5000,89.1338
226.5000,199.5924
237.5000,205.0849
226.0000,166.3181
238.2000,238.2415
114.0000,103.4614
140.0000,200.8371
64.0000,92.6125
292.0000,269.3193
241.0000,215.7971
151.5000,85.7459
280.0000,181.0266
181.5000,138.9359
149.0000,124.5109
193.5000,197.2064
113.5000,193.1296
232.5000,206.3900
141.2000,144.0967
148.0000,142.0272
158.0000,126.8314
113.0000,145.9754
83.0000,128.7989
143.0000,132.1342
99.0000,265.6851
281.0000,296.9115
98.0000,145.6224
118.0000,114.7483
184.0000,128.5600
121.5000,168.4565
130.0000,168.0328
186.5000,355.9866
116.0000,142.3200
275.0000,226.0379
211.0000,201.2990
219.5000,243.4659
330.0000,282.1003
96.0000,101.8204
78.0000,77.0109
198.5000,213.2691
143.5000,145.7903
149.0000,129.3822
231.5000,208.0475
48.0000,89.6761
166.5000,173.2712
80.0000,108.1072
279.0000,191.7800
151.5000,188.2909
167.8000,198.0635
161.0000,145.3235
69.0000,127.0031
232.5000,201.1616
279.5000,135.4431
184.0000,195.9820
254.0000,226.8569
120.0000,128.6222
159.9000,194.6436
121.5000,178.8795
203.0000,137.6875
231.5000,164.8878
103.5000,97.2942
160.5000,99.6189
96.5000,127.5226
86.0000,94.1298
268.5000,148.1028
209.0000,161.4843
186.0000,191.7259
73.0000,96.4962
102.0000,119.2945
287.7000,206.9727
105.2000,191.7978
144.5000,187.4258
79.5000,132.6553
68.0000,95.6449
214.5000,198.5751
225.0000,231.6565
169.0000,146.4314
88.6000,92.3094
106.5000,188.1453
203.0000,201.8718
127.5000,119.4930
215.0000,207.3666
151.0000,172.2728
156.0000,163.1513
195.0000,158.0947
210.0000,138.7357
48.0000,90.3193
245.0000,226.5475
219.0000,197.7935
118.0000,150.4834
205.0000,181.6501
214.0000,200.2963
124.5000,123.2317
137.0000,145.7665
53.5000,68.9701
207.0000,146.1894
122.4000,95.1844
137.0000,158.5074
259.5000,227.1941
85.0000,98.4992
122.0000,215.6230
173.5000,134.8478
189.0000,128.6259
69.5000,100.5049
216.0000,194.7547
127.5000,248.0000
161.0000,228.6618
175.0000,210.6438
104.5000,147.5775
243.0000,209.6413
256.5000,181.7845
166.0000,139.4284
229.0000,230.0870
193.0000,142.0677
220.0000,250.2357
334.0000,353.4425
206.0000,187.5459
257.5000,177.9800
158.0000,76.1831
163.5000,149.1696
142.0000,122.2370
175.5000,182.0665
96.5000,108.8188
152.0000,158.8867
189.5000,207.1134
118.5000,168.9120
82.2000,96.9951
76.5000,109.3186
173.5000,158.9948
81.0000,181.4617
157.5000,153.3689
280.0000,206.7300
296.0000,247.9685
139.5000,129.7216
188.0000,136.2290
90.5000,144.1957
192.0000,214.3138
130.0000,137.0616
164.0000,126.5763
243.5000,201.8749
234.0000,173.0650
153.5000,170.5573
238.0000,180.0812
115.0000,106.8194
222.0000,197.4904
279.0000,234.4210
166.0000,145.7542
159.0000,135.3790
278.0000,107.2635
263.5000,196.1309
212.0000,150.3146
72.0000,120.5567
193.0000,189.6426
166.0000,255.5297
164.0000,181.1977
213.5000,142.3096
145.0000,111.9983
135.3000,129.8182
181.0000,192.4280
152.0000,179.8328
218.0000,185.7747
267.0000,168.6732
250.0000,245.8890
191.0000,174.5953
180.0000,130.1708
133.5000,104.7983
176.0000,233.1308
289.0000,187.0094
168.0000,171.0418
183.5000,148.0334
84.0000,179.1444
171.0000,226.5070
92.0000,110.8820
138.5000,173.0808
243.0000,238.4115
94.0000,122.9834
93.5000,126.8066
67.0000,86.4543
269.0000,189.5067
204.0000,232.7746
163.0000,125.6384
110.0000,151.7717
280.5000,284.7961
199.0000,170.1797
215.0000,237.2798
149.0000,172.6929
80.7000,88.5855
189.5000,256.5591
179.5000,151.1752
207.6000,188.8233
110.5000,97.8765
281.0000,189.8404
211.0000,195.7620
44.0000,105.9108
185.5000,235.0764
92.5000,115.6521
176.5000,148.9755
97.0000,104.4793
178.5000,166.1230
112.0000,198.3147
224.5000,198.8614
166.5000,185.6715
89.0000,146.5102
170.5000,128.7869
195.2000,224.2343
188.5000,161.5432
156.5000,232.5159
79.0000,96.7097
265.0000,243.1081
166.0000,178.5193
141.5000,169.8091
105.0000,133.0734
186.0000,196.0397
166.0000,155.6606
176.0000,202.8198
123.5000,186.1302
118.0000,185.3786
161.0000,167.2549
174.0000,179.5511
85.5000,89.2258
176.0000,239.2279
118.0000,220.6300
269.5000,148.5960
41.0000,92.8396
201.0000,172.6768
99.2000,121.9304
75.0000,95.6190
157.5000,120.8331
148.0000,159.0683
176.0000,188.5460
161.0000,174.3194
163.0000,155.6091
86.5000,125.7118
163.5000,159.2393
118.5000,128.1267
136.0000,92.1339
209.0000,178.5719
285.0000,203.8345
82.0000,106.7261
230.5000,202.6099
49.8000,103.9500
287.0000,232.6453
132.5000,157.9492
184.0000,179.1457
94.5000,156.0928
180.5000,202.8348
161.0000,124.7042
238.5000,274.2536
103.0000,173.2132
47.0000,75.9602
106.5000,139.4460
295.0000,152.1807
195.0000,145.1669
144.5000,166.7124
300.0000,335.8809
138.0000,256.8972
110.0000,161.5764
141.0000,157.7267
149.0000,160.3458
127.0000,120.3222
209.0000,247.8697
140.0000,122.1735
118.5000,128.1449
148.0000,141.3619
130.0000,195.9177
240.0000,112.2056
146.0000,159.4308
172.5000,159.3832
90.5000,134.7740
151.0000,199.4685
89.0000,94.0046
151.0000,148.4686
89.5000,132.8392
202.5000,202.9488
132.5000,129.1755
97.0000,135.2431
125.0000,147.4705
179.0000,201.7846
205.5000,242.9411
169.8000,184.5829
87.5000,104.9546
116.0000,143.4343
102.0000,116.1589
179.5000,220.9309
246.5000,198.0537
191.5000,171.2578
251.0000,212.6468
91.0000,83.1604
165.0000,105.4131
100.5000,142.4007
176.5000,154.6745
173.5000,109.1478
136.0000,141.6602
92.9000,146.2718
163.0000,186.9942
303.2000,144.8944
133.0000,131.1464
182.2000,149.2065
218.0000,205.3076
125.5000,103.9747
206.5000,172.3644
115.5000,114.9709
212.0000,199.1457
68.0000,92.0412
132.1000,174.1451
116.0000,143.9902
221.0000,184.2684
101.0000,89.6140
97.0000,129.3167
58.8000,115.9540
161.0000,175.9595
73.0000,110.7041
100.0000,145.7408
142.4000,104.3983
157.5000,148.8668
78.5000,116.0536
302.0000,311.9666
244.5000,117.0787
178.0000,210.6257
210.0000,203.8100
165.5000,174.8281
218.0000,244.1904
283.5000,279.2593
57.5000,89.0739
163.5000,166.1560
87.5000,93.6690
166.0000,206.0525
255.5000,187.6134
255.0000,189.6308
149.0000,126.4259
256.2000,156.8829
180.0000,119.2593
164.0000,146.4974
226.5000,147.4127
237.5000,147.1051
91.5000,100.8048
135.2000,181.1737
129.0000,191.2800
189.5000,183.4724
139.5000,132.0281
195.5000,183.5178
208.0000,203.3127
151.0000,223.2738
168.8000,145.9049
108.5000,90.3983
82.5000,122.1639
130.0000,256.5363
148.5000,169.7872
109.0000,181.1678
199.0000,160.0202
157.0000,198.5619
56.5000,132.6947
91.0000,200.5768
259.0000,209.0735
74.0000,123.4440
160.5000,174.4488
127.5000,153.4930
236.0000,227.5918
137.5000,139.6564
239.5000,199.2070
215.0000,174.9488
76.0000,115.2525
172.8000,229.6862
264.0000,218.1209
209.0000,264.1361
171.0000,167.7614
223.0000,182.0059
122.0000,148.7882
217.0000,222.5655
210.0000,195.4479
150.0000,86.9906
233.0000,147.0613
84.8000,105.2931
51.0000,72.8592
163.0000,136.1146
60.0000,90.8029
229.0000,256.2957
153.0000,170.0647
219.0000,161.7795
191.5000,115.8858
171.0000,163.7856
205.0000,133.0963
285.0000,319.2452
83.0000,123.7749
137.0000,208.7269
70.0000,135.0677
239.0000,206.0904
86.0000,122.1627
210.0000,181.6905
250.0000,233.5431
257.5000,194.9393
104.0000,133.7330
184.0000,114.5357
176.0000,151.1549
304.0000,232.9000
101.2000,146.1658
241.0000,197.1803
231.5000,124.9776
160.5000,97.0123
139.5000,179.7584
234.0000,165.1151
295.0000,186.4413
138.0000,162.9868
178.0000,185.2704
146.0000,152.9194
185.5000,183.5266
137.0000,131.8371
177.0000,154.3831
59.5000,114.4350
152.0000,161.8921
146.8000,146.5331
273.0000,250.8217
255.0000,232.6357
345.0000,190.2892
249.0000,170.4268
92.0000,137.0613
150.5000,158.7850
168.5000,129.7197
261.0000,226.2052
60.5000,91.9752
260.0000,173.7439
150.0000,188.6568
147.5000,165.5228
191.0000,165.7908
145.5000,211.0206
77.0000,105.3690
164.5000,171.6179
242.5000,244.6815
108.0000,111.2097
230.0000,233.2682
152.0000,176.0395
83.0000,98.4241
150.0000,134.8177
127.0000,137.0122
80.0000,90.5032
139.0000,120.5647
94.5000,115.4037
145.5000,177.7936
147.5000,143.6693
86.5000,112.9406
185.0000,169.2806
119.5000,113.3033
122.0000,143.5946
158.8000,162.6659
208.0000,198.0010
63.0000,91.4150
86.8000,141.4604
75.5000,276.0662
127.5000,139.5814
196.0000,271.6625
179.0000,182.5173
154.5000,162.8737
234.5000,243.4163
152.0000,136.6265
181.0000,164.0853
178.0000,140.4422
118.5000,134.7949
145.0000,104.2002
162.0000,185.0650
105.2000,132.3329
130.0000,210.0648
207.5000,248.4443
121.0000,136.6159
96.0000,129.4717
142.0000,142.9872
199.0000,253.0754
130.0000,145.4270
58.0000,79.4225
141.5000,127.6530
155.5000,134.2575
89.0000,162.2051
67.5000,118.7210
178.5000,148.9238
102.0000,166.2689
284.0000,274.4230
156.0000,380.5714
73.0000,93.0418
177.0000,200.8627
73.5000,113.3254
204.0000,212.1862
115.5000,117.2556
144.0000,151.9971
68.0000,92.8759
99.5000,96.4698
90.0000,128.7674
242.5000,180.2656
166.0000,137.9967
199.5000,246.3221
222.0000,272.7917
160.5000,179.1134
92.0000,117.5217
236.0000,169.2440
166.5000,176.1081
203.0000,181.8138
130.5000,174.8877
171.0000,156.6883
148.0000,192.3918
138.5000,163.5925
228.0000,191.9133
109.5000,123.8691
237.4000,220.1886
82.0000,98.2948
121.0000,206.9002
211.0000,222.5365
147.0000,175.6627
202.0000,162.7657
197.0000,242.1115
82.5000,89.4015
171.0000,270.1116
194.0000,189.5067
249.5000,204.2822
232.5000,235.9058
257.0000,187.9960
155.0000,124.7817
241.0000,200.0219
231.0000,172.8002
121.2000,151.7935
165.5000,177.0515
172.5000,195.5210
192.5000,158.1035
194.5000,125.2019
120.0000,132.5042
267.0000,234.7578
335.0000,189.1364
125.0000,112.3019
131.0000,121.1455
210.0000,152.1686
214.0000,205.5067
201.0000,187.7011
277.0000,162.2513
193.5000,276.7851
190.0000,177.6534
114.5000,133.4289
104.5000,116.0881
199.5000,303.3629
130.0000,159.7841
164.0000,181.7704
168.5000,198.5988
162.0000,190.3383
280.2000,250.6917
133.0000,68.4409
81.5000,100.8564
179.5000,158.7850
215.5000,151.5846
262.0000,349.3921
196.0000,190.0325
198.5000,217.2532
144.8000,171.5151
279.0000,310.4759
224.0000,183.0358
173.2000,125.4938
171.0000,165.1472
128.8000,139.8740
40.5000,79.7880
79.5000,106.8591
147.5000,142.9380
188.5000,218.0156
222.0000,288.0372
160.0000,172.3786
114.5000,121.9746
146.5000,253.2891
152.5000,178.5674
57.5000,101.6281
211.0000,174.6521
118.5000,166.1442
65.0000,72.3878
202.0000,181.4549
115.0000,163.2745
121.0000,83.0281
225.8000,184.4561
210.0000,138.2520
137.5000,163.3967
173.0000,196.0317
80.5000,94.6287
212.5000,197.5009
119.5000,139.2088
277.5000,222.3224
122.0000,169.3745
169.0000,125.7198
114.5000,128.8472
55.5000,73.6909
121.5000,118.3724
103.5000,132.3332
144.0000,119.1859
123.0000,112.1986
208.5000,184.8682
197.0000,163.4324
222.5000,214.1286
136.5000,187.9212
214.0000,193.9535
178.5000,223.2832
194.0000,172.9218
75.0000,115.4289
106.0000,91.2920
123.0000,124.0936
88.0000,141.3653
217.5000,249.9650
272.0000,329.5684
281.0000,166.2152
124.5000,137.1179
108.5000,100.2528
83.0000,111.9921
127.5000,172.1394
129.5000,141.9995
61.0000,88.3864
281.0000,209.7713
176.0000,219.6785
146.0000,183.5166
119.5000,91.3492
178.0000,276.9483
198.0000,178.2144
245.5000,239.5044
120.5000,156.5779
155.0000,155.6283
80.5000,101.7419
183.5000,201.0421
181.0000,211.8442
217.0000,172.1001
209.5000,174.8401
120.0000,152.4236
110.5000,104.5384
276.0000,245.7937
111.0000,112.4107
65.5000,146.9734
198.5000,205.1956
97.5000,152.7227
215.0000,225.2524
229.0000,198.0658
89.5000,97.0781
306.0000,310.9231
61.0000,62.5843
121.5000,165.5506
267.0000,170.6377
166.5000,145.1311
137.0000,173.9752
137.5000,151.3458
141.0000,208.3593
238.0000,194.4159
41.8000,92.5872
220.0000,207.1997
81.0000,156.1993
197.0000,155.8439
197.5000,225.4146
94.0000,91.0142
250.0000,196.3537
235.5000,191.6764
165.5000,161.2359
247.0000,213.0263
104.0000,126.6728
131.9000,98.1009
178.5000,149.9487
93.5000,144.5847
177.0000,186.1124
234.0000,168.3362
180.0000,151.4813
124.8000,110.1005
176.5000,181.9319
55.5000,90.5756
44.5000,79.6102
125.0000,182.7639
152.5000,165.8843
186.5000,110.6063
61.0000,97.7601
202.5000,232.9543
87.0000,100.1982
228.0000,112.9080
57.0000,92.6103
92.0000,118.9287
125.0000,141.4169
125.5000,168.2152
212.5000,198.3839
175.0000,344.4133
183.5000,116.5064
188.0000,127.3514
75.2000,90.0892
146.0000,228.9509
168.5000,180.6145
123.8000,145.6145
169.5000,166.5234
188.0000,201.3223
198.5000,186.2042
196.5000,142.7754
163.0000,155.5520
149.0000,175.4046
190.5000,178.1692
205.0000,200.3386
172.0000,196.9841
104.0000,104.5690
192.5000,194.4888
45.0000,126.3602
172.0000,246.9591
50.0000,81.2619
129.5000,137.2417
90.5000,126.8013
165.0000,234.0660
57.5000,207.5777
209.0000,180.1260
106.5000,136.4633
196.5000,176.2742
55.0000,73.8129
200.5000,200.6040
99.5000,112.4994
125.0000,165.7450
176.0000,176.7656
119.5000,223.6805
134.5000,177.2791
111.0000,192.9639
184.0000,104.6407
140.5000,170.5542
92.0000,123.8955
280.0000,289.7967
201.0000,125.1611
167.0000,151.8487
108.5000,129.7028
240.0000,300.6005
66.5000,75.1785
153.0000,139.0479
120.0000,181.7422
193.0000,230.0527
266.5000,244.9834
109.0000,181.5853
227.0000,233.1553
215.0000,186.3253
160.5000,148.3002
155.5000,135.9493
200.5000,240.3446
219.0000,209.6447
222.5000,188.3199
230.0000,225.5371
164.2000,136.8787
164.0000,159.8487
237.5000,175.5360
151.0000,155.5473
110.5000,97.8205
100.0000,126.8725
70.0000,208.7248
156.5000,130.0512
209.5000,213.8533
140.5000,149.8497
134.0000,192.8603
106.0000,169.1842
187.5000,191.2486
92.0000,158.3014
259.0000,247.5625
107.0000,100.8046
75.5000,119.2828
71.5000,93.7074
199.5000,257.7852
129.5000,122.5622
187.0000,161.4909
147.5000,128.5593
120.5000,129.3457
165.0000,224.1623
199.0000,151.9340
116.5000,123.3750
238.8000,187.5430
314.2000,140.1783
139.5000,190.5028
45.0000,102.2637
98.5000,106.0591
180.5000,151.2240
139.0000,233.3093
133.5000,120.5132
152.5000,111.8068
152.0000,154.2957
131.0000,158.0580
157.0000,240.2427
289.0000,228.7865
102.5000,103.3375
147.5000,119.3828
140.0000,163.2576
110.8000,130.4937
68.2000,122.9812
147.5000,85.1678
130.8000,106.3853
280.0000,352.4018
119.2000,117.3482
133.0000,182.0926
101.7000,92.3094
78.5000,88.4275
92.5000,88.6674
163.5000,166.3924
194.8000,192.9442
188.0000,170.3264
314.5000,101.7813
95.0000,113.0723
191.0000,183.5224
150.5000,155.2878
166.0000,140.3421
115.8000,122.7491
181.0000,216.3816
140.0000,241.4956
35.5000,102.0711
84.0000,152.0518
112.0000,121.0822
199.0000,229.5679
131.0000,199.6005
173.0000,182.6651
50.8000,137.2552
164.0000,241.4925
145.0000,163.9812
107.0000,149.6192
138.5000,165.3561
215.5000,215.8059
128.5000,160.6758
139.0000,128.3342
173.0000,114.1843
232.5000,183.7512
251.5000,229.1218
221.0000,127.7968
93.0000,121.1264
215.0000,240.5305
108.0000,196.8914
132.0000,151.1752
63.5000,92.9331
279.0000,173.1626
209.0000,150.6087
64.5000,146.4808
126.0000,158.3457
111.5000,93.5215
65.0000,126.6351
203.5000,168.4304
186.0000,143.5710
129.0000,175.8470
162.5000,194.1963
170.5000,158.1844
132.0000,195.0309
245.0000,223.7052
154.0000,109.3835
130.5000,159.1294
192.5000,161.6531
256.0000,152.4810
216.0000,164.3212
181.5000,151.4294
67.5000,140.6161
174.0000,189.1390
184.0000,122.5410
202.2000,220.6025
151.0000,169.3931
175.5000,168.5232
113.5000,159.6266
209.0000,230.3182
112.5000,171.6991
159.5000,187.8456
87.5000,132.5693
177.8000,217.1897
139.5000,127.1947
222.0000,141.4259
140.5000,184.5989
261.5000,210.3330
187.5000,160.1006
216.0000,224.5300
159.5000,159.8320
187.0000,350.4149
312.5000,193.8936
98.5000,149.6676
301.0000,305.5473
190.8000,196.1196
196.8000,164.9964
105.0000,197.2368
236.0000,192.1042
156.5000,91.0602
145.0000,174.0316
225.0000,204.6237
152.0000,153.2698
142.0000,80.2038
114.0000,88.9840
166.0000,162.1495
191.0000,178.4462
205.2000,221.8074
332.0000,219.6502
116.0000,155.2303
202.0000,185.9742
222.0000,191.9565
101.5000,131.6089
177.0000,142.5796
162.5000,146.9051
78.0000,117.2947
179.5000,177.4648
301.5000,183.2062
63.5000,90.9553
100.0000,134.5045
169.0000,207.9983
222.5000,169.8712
224.0000,239.8238
164.0000,166.4765
227.5000,185.7349
127.0000,133.2923
136.0000,147.5423
47.2000,103.4185
60.0000,114.7088
211.5000,161.5744
111.5000,87.8046
69.5000,120.7502
133.0000,207.6153
183.9000,137.5648
208.0000,254.9548
61.5000,155.1701
229.0000,215.7378
254.0000,203.6976
204.8000,186.5446
164.0000,198.3993
190.0000,126.9654
155.7000,166.1067
214.5000,164.6414
41.5000,97.9461
279.0000,331.4713
240.0000,230.9168
78.5000,164.3239
86.5000,122.6672
176.5000,169.6859
200.0000,166.3474
138.5000,148.4281
111.8000,136.0816
262.0000,200.7391
105.0000,93.2508
209.5000,159.8795
152.5000,162.8487
228.2000,155.3440
209.0000,158.1252
85.5000,125.6702
212.0000,199.9613
203.0000,150.2548
121.5000,150.3602
155.0000,148.3740
53.0000,76.2060
149.5000,146.9592
127.5000,126.5708
216.0000,114.8809
135.0000,151.7152
117.0000,133.3007
191.0000,146.8822
147.0000,123.1318
156.5000,161.6031
96.0000,121.5609
221.2000,200.1996
89.5000,147.6133
110.5000,156.0265
150.0000,206.8133
156.0000,147.2496
229.5000,227.3813
105.2000,135.0786
267.5000,181.7188
309.5000,249.7698
199.5000,176.1637
194.5000,187.7938
236.0000,132.5055
83.5000,143.8633
73.5000,90.4563
110.5000,135.5621
159.5000,187.0722
102.8000,161.5127
139.0000,141.6429
212.0000,168.7111
214.5000,202.9984
71.5000,85.7884
117.0000,189.8137
51.5000,71.7339
56.0000,100.6047
211.0000,219.1946
53.0000,56.2279
189.0000,183.0763
163.0000,238.3415
173.8000,124.4064
215.0000,204.2904
153.0000,190.8239
91.5000,88.4863
150.5000,150.1623
194.0000,192.1842
151.5000,149.8713
172.5000,161.5864
152.8000,125.2216
103.0000,126.0050
209.0000,226.2368
210.0000,136.5494
165.5000,129.4115
50.5000,106.8473
103.5000,79.3556
114.5000,206.9002
182.0000,140.9847
199.0000,225.7200
78.0000,127.3226
135.0000,242.3454
190.0000,192.1756
145.0000,146.0849
321.0000,152.4742
109.0000,99.8277
156.0000,190.0571
145.5000,165.7829
159.0000,206.9686
240.0000,174.3891
197.5000,202.4097
83.5000,151.1636
209.0000,171.2446
101.0000,136.7983
168.0000,154.0838
280.0000,135.9905
133.0000,117.9397
337.5000,229.5724
216.0000,160.1140
150.5000,107.9274
109.5000,139.4505
156.0000,149.8470
211.0000,203.4051
231.8000,193.5065
171.0000,174.7710
116.0000,106.8995
110.8000,111.2070
114.5000,152.1521
137.2000,104.5227
211.0000,218.6206
146.0000,87.2462
200.0000,156.4494
125.0000,178.4029
139.0000,199.3218
210.0000,227.5135
222.5000,167.9222
195.0000,155.6967
250.0000,218.8531
189.0000,162.2349
102.5000,109.1130
63.3000,115.3074
128.5000,195.9760
128.0000,231.7636
35.0000,88.7381
38.0000,122.3128
110.0000,83.9507
149.0000,156.6828
56.5000,94.3646
128.0000,167.1134
135.5000,160.6256
112.5000,125.0072
134.0000,160.8937
185.5000,161.5283
161.0000,181.9430
166.5000,181.9409
223.0000,192.8552
224.5000,139.5814
80.0000,184.3154
103.0000,147.7128
161.5000,134.1274
60.0000,96.8962
189.0000,83.3638
93.0000,130.6599
299.5000,227.0166
176.0000,143.4670
55.5000,82.9232
119.5000,156.1364
187.5000,145.8508
140.5000,136.7397
168.5000,136.4262
102.0000,127.3774
356.0000,166.6339
227.0000,207.0268
78.0000,158.9154
188.0000,181.9496
148.5000,128.3152
94.0000,149.8430
210.5000,216.4108
107.5000,114.9310
106.5000,131.2148
111.0000,127.8761
186.5000,101.9851
108.5000,105.1546
102.0000,162.5458
187.5000,196.4591
51.5000,163.5229
253.5000,222.1490
195.0000,142.4373
127.5000,111.8144
292.5000,247.3594
63.0000,99.4662
114.5000,140.4655
154.5000,186.5754
82.0000,113.1796
162.0000,136.0455
227.5000,110.9582
206.0000,195.2566
51.0000,95.5004
129.5000,115.6323
154.5000,204.1082
114.0000,103.7494
120.5000,158.3878
223.0000,191.5061
196.0000,147.8456
109.0000,157.7360
296.0000,260.9956
184.5000,181.5320
196.5000,195.2854
107.0000,127.3828
276.0000,204.5833
233.0000,169.0793
163.0000,125.1911
147.0000,178.7941
203.8000,167.8951
138.0000,108.6946
170.0000,135.0182
258.0000,180.7073
148.5000,166.7089
200.0000,147.3439
192.0000,196.0397
149.0000,163.6010
207.0000,184.4228
175.5000,232.0214
234.0000,188.1960
235.0000,222.1115
267.0000,225.3592
314.5000,206.5349
196.0000,171.0905
317.0000,265.1602
101.5000,175.6711
75.5000,116.3963
178.0000,170.9036
139.0000,172.1043
227.0000,155.3954
128.5000,168.9950
219.0000,171.1439
219.0000,145.0366
161.0000,137.2455
163.0000,166.3645
175.5000,195.1588
218.5000,138.1761
241.0000,203.6029
85.5000,95.0097
104.0000,129.0108
146.0000,228.0537
241.5000,228.8482
145.5000,149.6062
220.5000,192.3608
127.2000,145.6597
140.0000,190.0859
246.0000,243.2115
115.0000,149.2178
170.5000,176.2743
156.0000,200.4280
104.0000,114.4045
178.0000,129.2966
165.5000,218.3449
106.0000,192.3324
93.2000,126.6992
170.5000,123.6957
189.0000,133.0455
202.5000,197.1118
210.0000,143.8324
199.0000,152.9367
77.5000,86.4311
252.4000,164.8492
190.5000,177.1411
236.5000,205.6548
105.0000,146.8995
312.5000,235.6969
157.5000,176.7790
49.0000,93.8156
187.5000,165.3993
200.5000,132.1049
135.5000,194.6937
175.0000,132.5604
101.0000,85.0143
146.0000,181.8593
77.5000,96.6340
157.5000,142.2153
148.0000,146.3369
180.0000,149.7055
150.0000,174.5864
166.8000,205.3450
98.5000,296.1240
134.0000,208.6409
220.0000,226.7114
249.5000,194.1825
135.0000,200.0108
133.0000,100.8077
109.0000,161.5612
200.5000,216.8891
148.0000,142.8842
188.0000,141.2301
147.0000,124.4956
216.0000,186.3048
230.0000,139.4360
234.0000,192.3275
294.0000,283.7328
275.0000,215.2188
119.0000,215.6590
141.6000,131.3519
200.0000,159.0662
135.0000,147.7026
93.0000,80.7918
79.5000,154.6202
109.0000,169.8262
162.0000,114.1984
168.5000,210.5560
132.0000,186.5054
278.2000,249.1074
155.5000,215.0723
120.5000,166.7253
129.0000,193.1546
153.0000,138.5835
119.5000,199.5661
174.0000,173.5214
208.0000,152.1631
124.0000,141.6648
163.0000,151.3564
362.5000,254.2509
139.5000,158.1405
50.5000,97.2929
90.0000,156.8413
100.0000,142.3345
57.2000,82.2628
120.5000,119.3969
298.0000,254.3408
133.0000,147.4564
74.5000,114.5538
69.5000,112.2381
221.5000,145.9621
