Target, Prediction
108.0000,155.1040
136.0000,172.4352
166.0000,151.1414
321.0000,192.7410
144.0000,158.7988
244.0000,128.4238
68.5000,92.9314
133.0000,56.0451
170.5000,89.4631
196.0000,166.0270
143.0000,133.3372
251.5000,166.2413
124.8000,106.3430
118.0000,159.8264
70.0000,91.4673
242.0000,221.4152
113.0000,89.6234
66.5000,80.6482
102.0000,137.4501
151.0000,146.9151
93.2000,116.8821
159.9000,206.9032
187.5000,149.4043
72.0000,121.0791
158.0000,115.0565
174.0000,176.8309
176.0000,245.3069
185.0000,193.6847
151.0000,140.9488
160.0000,164.4127
266.0000,152.3170
213.5000,165.7535
224.5000,203.7364
184.0000,145.8007
92.0000,124.1004
118.5000,176.9894
253.0000,158.3094
55.5000,78.0726
132.5000,214.8029
186.0000,187.8820
191.0000,182.8262
49.0000,86.3931
100.3000,128.3516
202.0000,166.9547
220.5000,198.8926
201.0000,225.5691
230.5000,214.1808
176.0000,186.6985
300.0000,299.6967
165.5000,171.5811
99.2000,118.3231
197.0000,139.3648
161.0000,133.4135
167.5000,176.7172
216.0000,231.3604
85.5000,120.2206
50.5000,122.9929
180.5000,193.9235
133.5000,109.0073
104.5000,129.1520
240.0000,211.5669
205.0000,192.5893
209.0000,146.5567
63.6000,103.0687
151.0000,196.3326
116.5000,110.0745
203.5000,152.9178
75.5000,140.7094
53.5000,100.3257
117.5000,79.4534
106.5000,142.4925
172.5000,162.6729
215.0000,176.8632
205.5000,168.1998
55.0000,77.7635
227.0000,189.6688
197.0000,200.0694
283.5000,284.5006
141.0000,92.2283
202.0000,195.6811
78.5000,106.8942
118.5000,132.5177
68.0000,129.5846
285.0000,205.1069
160.5000,157.0760
279.5000,150.7655
137.0000,176.6194
132.5000,88.2333
260.0000,247.0960
129.0000,154.0813
174.0000,198.9975
259.0000,202.3813
70.5000,112.3761
88.0000,115.6280
140.5000,173.7529
164.0000,154.5690
236.0000,141.7492
216.5000,161.0251
150.0000,212.2516
234.0000,185.2568
223.0000,227.8521
190.0000,213.1251
20.5000,197.3556
156.0000,174.8000
155.5000,168.0939
195.5000,179.8690
40.5000,86.5544
141.0000,168.0731
187.5000,160.5118
190.5000,216.5915
78.0000,124.8980
53.5000,86.8972
209.0000,229.9087
181.5000,152.8756
150.0000,169.2808
74.0000,86.7284
186.0000,199.5437
167.5000,172.0560
133.5000,151.3253
153.5000,171.8345
172.5000,193.8192
84.0000,135.7154
214.0000,165.1086
249.5000,196.8216
236.0000,196.9850
80.5000,149.3152
159.0000,192.2665
167.0000,160.9471
140.0000,161.6452
156.0000,101.2434
168.0000,140.2564
116.0000,173.4755
211.0000,217.5388
284.0000,168.6388
110.5000,110.0283
201.0000,205.3350
175.0000,192.2925
95.0000,129.0136
132.0000,147.5543
185.5000,146.0142
198.5000,173.9888
152.0000,155.4313
109.5000,168.3481
237.4000,220.0297
172.0000,108.8816
144.5000,108.4068
191.5000,175.4228
209.0000,179.4087
172.0000,165.6041
185.5000,165.4597
230.0000,212.4992
139.5000,196.2636
75.5000,114.8909
129.0000,180.9565
219.0000,192.0694
133.5000,154.3386
149.0000,158.2107
102.8000,125.2212
222.5000,154.8024
190.0000,202.3399
155.0000,140.4187
153.5000,163.8912
151.0000,205.5178
261.0000,182.9106
164.5000,162.1947
223.0000,198.3958
314.0000,222.7068
257.0000,183.3769
270.0000,203.1466
131.0000,159.1648
141.2000,132.4264
184.0000,121.5978
148.0000,177.8257
67.5000,140.2695
160.5000,179.5590
106.0000,123.4412
121.0000,87.9421
119.0000,137.1409
164.0000,148.1285
209.0000,178.7088
192.0000,187.8820
42.5000,74.6898
109.0000,138.2327
215.5000,138.6390
100.0000,144.9675
225.0000,163.7290
194.5000,207.4644
186.0000,193.1489
142.0000,129.8957
229.0000,206.9828
198.5000,184.9476
115.5000,117.9541
194.0000,164.8978
139.5000,201.3167
131.5000,131.9951
242.0000,167.7211
290.0000,273.4022
151.5000,129.4508
128.5000,163.9250
126.0000,195.5752
116.0000,155.1808
187.0000,127.7479
202.5000,135.2240
250.0000,223.7465
179.5000,194.0230
98.0000,128.3598
74.5000,118.4208
78.5000,127.1937
151.0000,134.5116
63.5000,132.4054
114.5000,90.1262
72.5000,87.6149
65.5000,187.5503
178.0000,196.8538
74.0000,121.7595
197.5000,171.4131
122.5000,158.0915
138.5000,146.3902
174.0000,157.4697
216.0000,184.1998
212.0000,199.0565
264.0000,246.7666
234.0000,138.9546
271.0000,255.7568
141.0000,167.3238
244.5000,118.0967
219.5000,177.6573
270.0000,176.2258
190.0000,159.7398
145.0000,72.2843
190.1000,220.6478
244.0000,106.9388
198.0000,195.7426
161.0000,184.3984
50.0000,101.1838
185.5000,151.1582
79.0000,99.9931
174.0000,194.0858
149.5000,119.2620
147.0000,142.1680
161.0000,143.0539
238.5000,276.1213
262.0000,169.6419
94.0000,85.9175
237.0000,251.2026
269.5000,184.0914
303.2000,125.5231
219.0000,199.3038
181.0000,129.7408
117.5000,113.9583
235.0000,145.5399
104.0000,154.0162
153.0000,199.8773
179.0000,163.8565
118.0000,152.1091
110.5000,107.0708
164.0000,117.5345
240.0000,198.1442
178.0000,186.8230
170.5000,144.2105
129.5000,102.9454
110.0000,176.7019
292.0000,296.8969
244.0000,145.8099
81.5000,88.0002
130.5000,152.7611
149.0000,169.0271
131.5000,146.6158
238.8000,177.9071
107.0000,147.3335
220.5000,129.7189
117.0000,111.5991
93.0000,81.6228
246.0000,212.5562
126.0000,156.4453
66.0000,62.2493
164.8000,186.0484
137.0000,174.8502
181.0000,250.8392
200.0000,210.1313
72.5000,95.0870
138.0000,175.8376
106.0000,88.3266
246.5000,188.0478
108.0000,101.9075
106.0000,122.7961
114.5000,119.5830
226.0000,150.4442
142.0000,93.8385
157.5000,110.7020
103.0000,102.6000
230.0000,126.1236
173.5000,133.7562
79.0000,116.4754
111.0000,135.1520
50.1000,126.6050
104.0000,81.4966
198.5000,164.5984
120.5000,109.7344
193.5000,185.5943
121.0000,142.1828
82.0000,87.4101
142.5000,136.1825
170.0000,147.8824
130.0000,153.4813
294.0000,281.3422
126.0000,94.7132
186.0000,169.2121
173.0000,211.8613
224.0000,216.6038
207.5000,119.2654
201.0000,182.1063
206.0000,192.2540
74.5000,112.3960
176.5000,175.1551
140.5000,167.5263
104.0000,162.2417
301.0000,285.7615
162.5000,117.2811
55.0000,133.6818
111.0000,191.1213
210.0000,141.4605
119.5000,215.3428
258.5000,241.8289
120.0000,142.1847
160.5000,149.1586
297.0000,173.9917
205.0000,164.9766
135.3000,127.9065
114.5000,88.0538
206.5000,122.0695
157.0000,163.0418
168.5000,174.8003
70.7000,220.7883
133.0000,123.9074
202.0000,197.8452
178.5000,170.8664
104.0000,103.9096
85.0000,112.7907
229.0000,179.1461
75.2000,97.6695
48.5000,110.9209
178.5000,192.1392
160.0000,173.8850
136.0000,151.6408
148.0000,172.4717
121.2000,159.7818
211.5000,162.4966
208.0000,205.1526
236.0000,131.1305
93.5000,155.4305
170.5000,134.0865
154.2000,106.7084
147.5000,131.3004
220.5000,170.8207
166.5000,142.3782
76.0000,99.6084
118.5000,129.5425
161.0000,91.6498
170.0000,199.2929
247.5000,196.0455
59.0000,87.2077
264.0000,85.2392
146.0000,165.6418
186.5000,88.8175
202.5000,192.7672
80.0000,93.0960
99.0000,207.2337
166.0000,164.4784
287.0000,205.5086
80.5000,144.1913
199.5000,161.7066
275.0000,217.0353
104.0000,105.4299
133.0000,116.0465
121.5000,114.3344
80.0000,96.0630
64.5000,116.0018
163.0000,142.0732
289.0000,149.7514
226.5000,166.5471
264.0000,213.7431
99.5000,88.6032
128.0000,144.1864
238.0000,192.4438
139.5000,118.6416
120.0000,148.7897
211.5000,172.0171
239.5000,179.2725
125.0000,106.6595
85.0000,105.8637
106.0000,85.1709
251.0000,201.1518
189.0000,166.1480
107.0000,129.7295
209.0000,143.3195
166.0000,163.3948
127.0000,166.4427
246.2000,225.7629
94.5000,160.6873
177.0000,167.4054
118.0000,176.7185
186.0000,155.5488
145.5000,167.1281
141.6000,127.5691
137.0000,193.1800
209.0000,201.6275
219.5000,223.1077
146.5000,156.6153
160.5000,164.7248
207.5000,104.0584
221.0000,119.8239
199.0000,160.3263
185.0000,183.9148
128.5000,166.4781
209.5000,167.4732
87.0000,92.7901
253.5000,207.9800
190.0000,203.7720
56.0000,102.3967
256.0000,245.3594
193.5000,182.6550
280.0000,172.8338
215.0000,177.2723
130.2000,151.4763
180.5000,190.8690
223.0000,190.1704
162.0000,91.4264
189.5000,151.7650
128.0000,181.6227
190.0000,160.0097
143.0000,178.6642
209.0000,131.4763
146.8000,141.7505
163.0000,120.2147
264.0000,198.3962
266.0000,194.8269
332.0000,191.5258
64.0000,53.3680
189.0000,175.8536
105.0000,84.9749
89.0000,114.9032
231.0000,195.3329
61.5000,160.7071
103.5000,141.0834
237.0000,156.6279
120.5000,156.7451
178.5000,185.8504
206.5000,163.3627
179.0000,128.5570
187.0000,151.0353
139.0000,74.3679
145.0000,128.2511
83.0000,120.9182
134.0000,151.4715
162.5000,190.0543
142.0000,143.2122
138.0000,142.3604
109.0000,141.3027
188.0000,124.0970
261.5000,226.3028
163.0000,115.4575
122.0000,138.1098
90.5000,136.1224
280.5000,271.6490
169.0000,98.4024
245.0000,229.9716
89.0000,104.2826
164.5000,184.9721
105.2000,127.0467
181.0000,115.7474
201.0000,126.4723
102.0000,110.9616
80.5000,103.5081
225.0000,128.5140
47.2000,56.5549
190.0000,112.0162
326.0000,192.6430
240.5000,195.7214
71.5000,132.3495
246.5000,182.2308
223.0000,177.5590
172.5000,172.2978
108.5000,136.6144
46.5000,60.0555
84.5000,113.7061
177.0000,173.7530
163.0000,114.4301
136.0000,155.9288
200.0000,95.5777
253.0000,203.0310
111.0000,87.8618
152.0000,116.8699
139.5000,140.7727
152.0000,146.5855
88.6000,113.7237
164.5000,157.8685
101.0000,145.0466
215.0000,228.4511
235.5000,164.7605
101.0000,139.6649
161.0000,133.3782
145.0000,69.8096
113.5000,133.4213
165.0000,155.6227
232.5000,165.0567
145.5000,121.0992
234.0000,175.8731
207.0000,168.1639
120.0000,148.8274
222.0000,238.4565
109.0000,153.1413
155.0000,223.8514
43.0000,101.6341
152.5000,164.2524
280.0000,180.6160
123.5000,138.3658
212.0000,199.4047
238.5000,198.9469
171.4000,130.8026
59.0000,80.8437
229.0000,169.7182
219.0000,193.4762
153.0000,142.3952
157.5000,142.8066
237.0000,207.1917
176.0000,127.4507
123.5000,109.2748
118.5000,185.7569
197.0000,136.0522
140.0000,97.4628
119.5000,131.6671
158.8000,156.5906
209.0000,159.5510
227.0000,237.7944
172.0000,163.4594
200.5000,146.0682
231.0000,213.8069
108.5000,123.8896
181.0000,175.2557
122.0000,129.6246
155.0000,156.3020
174.0000,220.5216
199.0000,209.5847
223.0000,172.0630
138.5000,96.1921
260.6000,227.5115
124.5000,183.1894
163.0000,214.0242
155.0000,154.2250
189.0000,131.3033
164.0000,85.4850
158.2000,130.4215
56.0000,139.9798
103.5000,143.9628
77.5000,142.6373
87.5000,83.6428
241.5000,236.9252
175.5000,169.8941
81.0000,157.9847
262.5000,163.9498
150.5000,171.8102
55.5000,71.9287
172.0000,156.0545
133.0000,136.9300
98.5000,130.4841
68.0000,88.0626
219.0000,169.0937
163.0000,115.7163
249.0000,142.4538
92.0000,110.4959
221.5000,129.7859
101.7000,113.7237
204.0000,165.7929
179.5000,201.5783
104.5000,152.1505
246.5000,164.4295
148.0000,161.8554
127.5000,112.3419
123.5000,135.9728
187.0000,282.0864
222.0000,277.0974
42.0000,93.8532
99.0000,263.4449
133.5000,129.4620
163.0000,136.5948
66.0000,130.5753
71.5000,89.2422
150.0000,120.8841
89.5000,131.9594
160.0000,169.2127
142.5000,110.4748
200.0000,196.6481
57.5000,106.3078
155.0000,172.4848
322.5000,149.0278
147.5000,175.0870
225.8000,160.1810
212.0000,164.8699
121.0000,161.9770
177.5000,178.8094
314.5000,201.4219
121.0000,162.2552
214.5000,200.9872
135.0000,92.9231
166.1000,144.4774
80.5000,111.3832
155.5000,185.6653
158.0000,214.9741
156.5000,171.8163
27.5000,87.7964
112.0000,185.2108
82.0000,198.9750
176.5000,176.5717
164.2000,132.1327
127.5000,114.4779
92.0000,101.5019
182.8000,225.4794
171.0000,163.8665
128.5000,129.9078
49.0000,110.4681
163.5000,136.3419
254.0000,294.7839
179.5000,178.7592
148.6000,152.5833
66.0000,91.1966
113.5000,139.6396
72.0000,125.7608
96.5000,158.8417
118.0000,133.7590
121.0000,151.0960
73.5000,99.9878
50.5000,107.6673
232.5000,230.4013
120.0000,99.6877
78.0000,119.9508
119.2000,140.3994
239.5000,170.5697
160.0000,180.4835
95.0000,101.3264
185.0000,168.8392
157.0000,217.2214
216.5000,213.3229
147.0000,186.6872
78.0000,86.3718
149.0000,161.7262
190.0000,154.6574
149.0000,134.6929
44.5000,120.7286
131.0000,225.2568
181.0000,194.7605
267.0000,138.0213
221.5000,181.6780
167.0000,161.4841
280.0000,335.8603
168.5000,168.1244
340.0000,247.6264
150.0000,161.6788
163.5000,210.1507
205.5000,120.7969
89.5000,159.1116
140.0000,215.0069
61.0000,84.2034
228.0000,191.9710
169.5000,179.3736
188.0000,185.1333
93.0000,176.3312
125.0000,120.3965
48.0000,84.5639
88.5000,105.6124
225.0000,176.9435
63.0000,107.6589
92.0000,126.8637
166.0000,167.3865
281.0000,269.5635
93.5000,111.5408
155.0000,147.4279
53.0000,71.9573
177.0000,171.9958
61.5000,75.0054
130.0000,147.6830
144.5000,151.7060
82.0000,168.1951
209.5000,137.4011
163.5000,169.9605
171.0000,217.9017
246.5000,304.8975
206.0000,143.6445
44.0000,115.0751
149.0000,131.1189
215.0000,192.5685
252.4000,177.2147
155.0000,132.7329
104.5000,132.9667
209.0000,171.7293
150.5000,160.2779
233.0000,158.4274
152.5000,168.7898
58.0000,93.3937
163.5000,173.7657
118.0000,169.9655
238.0000,170.4731
71.5000,84.3394
165.5000,231.6792
123.5000,116.8560
200.0000,160.0033
119.0000,164.4233
224.0000,149.5700
178.0000,194.9971
141.5000,135.9743
241.0000,200.1033
189.5000,186.4563
124.5000,151.5543
156.0000,151.6102
190.5000,197.3581
173.0000,104.3273
176.5000,166.0578
204.0000,229.6819
102.0000,171.1804
218.0000,235.9907
239.0000,221.6159
150.0000,180.5250
163.5000,190.8159
221.0000,170.6253
214.0000,142.4452
199.0000,224.8492
111.5000,118.4188
141.0000,109.9181
155.0000,152.0526
200.5000,202.0054
144.5000,158.9597
141.5000,128.7554
190.2000,182.2999
63.0000,81.2918
117.0000,188.2749
56.0000,129.1416
82.0000,95.1475
89.5000,114.6926
216.0000,161.5990
51.5000,79.2519
195.0000,123.9852
111.5000,98.4305
239.0000,278.7043
86.0000,148.8088
120.0000,186.6944
185.0000,186.3124
245.8000,204.7485
172.8000,202.3668
73.5000,117.3228
147.5000,218.0143
271.5000,203.7856
111.0000,104.8473
131.9000,94.2825
175.0000,175.1139
236.5000,199.3404
181.5000,143.2430
93.0000,113.2738
142.5000,134.2789
232.5000,221.6650
166.5000,148.4279
170.5000,124.5618
106.0000,122.0457
240.0000,115.7859
179.0000,156.8481
147.5000,140.5382
154.0000,96.4705
206.0000,160.5352
191.0000,252.6166
158.5000,163.1582
170.0000,236.3455
128.8000,156.8149
126.0000,140.2558
360.0000,355.0514
166.0000,141.9286
218.0000,164.5655
186.0000,118.5630
51.5000,62.8246
88.6000,117.0414
132.0000,180.0896
76.0000,121.7437
135.0000,158.0921
105.0000,130.2402
122.0000,110.4455
112.0000,177.9817
100.0000,143.6072
254.0000,247.1973
80.7000,93.2349
180.5000,169.0087
215.5000,141.4196
236.0000,189.0463
166.5000,83.3444
68.0000,94.3937
60.5000,83.6293
243.5000,216.9385
80.0000,101.0027
142.5000,145.3813
220.0000,223.2941
114.0000,142.3016
191.0000,127.2569
166.5000,127.6146
149.0000,193.5870
97.0000,96.2601
264.0000,179.2925
105.0000,157.8654
128.0000,205.1041
151.0000,168.0844
222.5000,133.4611
92.0000,95.7150
187.0000,180.2386
156.5000,157.4643
91.0000,141.2667
202.5000,184.6219
189.0000,155.1047
159.5000,187.5973
176.0000,151.0405
67.0000,86.3051
250.0000,266.7831
61.8000,119.8550
176.5000,173.4657
