Target, Prediction
95.0000,105.9321
90.0000,117.9508
131.0000,106.9078
244.0000,198.7592
185.0000,181.0736
125.0000,122.4822
208.0000,182.9216
260.5000,198.1114
237.0000,213.8711
221.5000,181.9593
75.5000,104.4133
185.0000,225.4934
295.0000,162.6266
127.0000,138.3363
194.0000,195.6602
187.0000,174.6293
215.5000,151.6945
44.8000,136.8483
125.0000,118.6689
207.5000,197.2267
83.0000,128.1721
80.5000,100.0461
230.0000,205.8904
274.5000,228.4371
95.0000,141.3521
64.5000,94.6985
167.5000,178.8901
216.0000,114.1163
51.0000,109.7613
74.0000,73.7881
68.0000,108.7562
208.5000,197.7775
233.0000,192.5319
190.1000,219.5469
142.0000,149.4250
78.0000,111.4197
189.5000,266.6687
67.5000,150.9710
106.0000,151.6425
176.5000,161.3495
161.0000,125.8398
194.0000,187.7803
110.5000,138.8831
133.0000,175.0036
247.5000,198.7788
98.5000,176.2081
149.5000,142.3939
97.5000,115.3182
243.0000,263.5506
61.5000,150.4808
89.0000,100.4809
102.5000,79.8381
118.5000,154.8643
281.0000,180.8697
200.5000,211.8215
235.0000,139.0813
113.0000,178.9370
120.0000,186.3504
151.0000,214.1848
134.5000,198.6863
142.0000,69.3845
219.5000,182.9194
130.0000,135.1465
80.0000,128.3345
312.5000,179.4074
125.0000,133.9357
178.0000,176.2068
121.5000,193.2348
151.0000,176.5665
241.0000,205.7746
186.5000,102.3077
83.0000,116.9696
254.0000,182.5656
136.5000,112.1480
225.0000,144.0751
198.5000,181.9254
196.0000,159.5401
152.8000,111.3029
207.0000,186.5495
229.5000,231.8387
190.0000,209.6944
151.0000,131.7665
202.0000,226.0883
140.0000,206.2903
196.0000,256.6815
63.5000,86.3415
162.0000,130.6767
299.0000,259.1335
129.5000,132.7116
69.5000,90.5291
97.0000,123.6427
41.8000,61.9091
83.0000,107.5315
212.5000,157.6006
125.0000,193.1129
52.8000,67.9281
83.0000,110.0165
231.0000,223.1756
282.4000,240.9824
159.5000,139.9402
137.8000,135.0885
57.5000,86.6248
197.5000,221.1357
215.0000,190.2368
115.5000,131.5816
104.0000,86.8419
38.0000,105.2464
162.0000,180.0600
133.0000,117.1972
229.5000,233.2244
116.0000,199.8199
83.5000,142.3265
40.5000,87.8638
207.0000,139.9092
119.0000,153.9360
164.5000,236.1523
109.0000,158.6820
202.0000,175.0674
109.0000,160.9402
60.1000,120.2473
113.0000,214.5752
75.0000,103.9524
158.5000,175.5819
112.0000,189.3758
166.0000,167.3592
272.0000,193.9014
188.5000,214.0918
159.5000,132.5492
181.0000,190.1716
202.0000,214.3701
232.5000,206.5732
161.0000,114.2789
105.0000,98.0885
62.0000,105.1508
166.0000,176.9191
224.0000,177.3201
117.0000,146.1529
104.0000,116.6500
276.0000,207.2048
237.5000,152.7450
119.0000,159.2200
101.5000,115.4715
145.0000,150.5363
188.0000,164.8576
158.0000,207.5878
189.0000,170.9449
43.0000,107.0287
173.5000,174.8360
130.0000,150.8323
206.0000,205.4647
126.0000,144.9231
42.5000,80.5248
87.0000,119.9259
41.5000,93.8267
177.0000,199.7652
169.0000,113.4237
164.0000,146.9974
35.5000,121.4354
85.5000,105.7351
169.5000,170.1418
61.5000,96.5021
110.0000,142.3106
218.0000,249.5488
225.8000,152.4323
171.4000,144.1617
235.0000,207.3472
242.0000,235.8334
89.5000,116.4222
157.0000,151.6849
187.5000,169.3884
133.5000,136.4016
121.5000,148.3605
95.5000,152.5447
120.2000,131.7295
68.2000,108.1125
233.0000,168.0813
155.0000,106.4885
239.5000,183.9770
166.8000,199.5244
280.0000,354.2297
215.0000,205.0373
148.0000,145.9642
100.6000,160.5267
89.0000,121.8024
39.8000,106.9692
166.5000,167.4770
153.0000,115.1442
166.0000,157.2421
123.5000,140.2763
144.1000,197.3197
102.0000,136.7859
189.0000,182.8603
85.0000,93.6794
174.0000,203.7601
106.0000,87.2258
209.0000,253.9643
163.0000,146.6474
119.5000,121.8807
108.5000,111.5823
263.0000,199.1227
156.0000,109.9639
71.5000,125.6828
260.0000,243.3205
239.0000,213.2995
173.5000,153.3497
122.0000,131.1823
201.0000,203.0080
220.5000,207.4674
184.5000,186.3486
240.0000,123.3062
90.5000,85.1731
235.0000,212.2591
186.5000,256.9330
176.5000,175.0600
144.5000,182.9436
105.0000,117.0127
230.0000,140.7399
265.0000,222.8992
127.5000,127.8245
199.0000,160.5362
133.5000,129.6449
184.0000,144.1006
136.0000,131.1949
210.0000,194.1626
220.0000,204.9225
176.0000,187.0128
279.0000,330.0014
190.5000,241.9883
69.5000,83.8735
209.0000,197.6006
55.0000,122.3347
230.0000,307.8804
119.0000,154.0245
117.0000,83.2582
140.0000,170.8838
173.5000,162.4487
183.0000,181.2358
202.0000,178.7630
164.0000,150.9568
273.5000,213.0420
120.0000,183.3613
291.0000,223.2164
229.2000,203.0447
145.0000,184.3870
128.0000,152.3550
198.0000,311.1062
88.5000,141.3759
157.5000,170.1817
111.0000,128.4978
201.5000,183.4765
135.0000,109.2233
293.0000,216.7483
127.5000,155.0298
220.0000,174.8518
179.0000,151.5604
113.0000,280.1888
205.0000,197.2557
211.5000,210.5308
215.0000,224.3264
234.0000,243.2951
227.5000,194.2372
162.5000,123.3227
157.5000,183.9451
152.5000,178.4904
231.0000,195.9053
100.5000,86.8110
79.0000,89.2096
