Target, Prediction
44.0000,73.4951
241.0000,217.0320
105.0000,110.0246
63.0000,78.6333
128.0000,113.6707
231.0000,184.1223
195.5000,170.4216
178.0000,211.0201
111.0000,86.4416
128.5000,179.5957
160.0000,137.9826
185.0000,136.4969
130.5000,156.2606
188.5000,211.7641
131.5000,125.4755
222.5000,203.5072
224.5000,151.8261
69.5000,109.1458
215.5000,202.8331
139.0000,247.1024
166.5000,176.2090
232.5000,195.7461
127.5000,94.0939
185.5000,210.3805
71.5000,77.1859
139.0000,146.4906
140.5000,155.7838
159.5000,162.4838
50.0000,82.6042
248.0000,272.4091
186.0000,192.5942
225.0000,156.0085
83.0000,141.9747
42.5000,107.3178
163.0000,141.9891
159.5000,111.4314
147.5000,168.3070
78.0000,85.6106
121.0000,124.4113
199.0000,196.5576
124.0000,142.7548
309.0000,294.7625
211.5000,179.9271
185.0000,213.5487
258.0000,204.1749
167.5000,187.3834
201.0000,128.0160
90.5000,92.0058
115.5000,114.4631
214.5000,184.2424
236.5000,195.7388
74.0000,117.1464
153.5000,158.1008
132.5000,180.1469
160.5000,180.8151
72.5000,98.8221
197.0000,169.2630
146.5000,89.2711
167.0000,164.9497
121.0000,153.4038
289.0000,150.3892
184.0000,249.6751
148.5000,162.8015
264.0000,229.6270
238.5000,301.1518
182.5000,87.8897
118.0000,117.4668
256.5000,197.9094
209.0000,195.2819
187.0000,160.0210
239.0000,332.7549
189.0000,181.3730
77.5000,163.0866
74.5000,80.4416
87.5000,96.6521
173.5000,168.2583
128.5000,136.6990
123.5000,117.0397
191.0000,175.3519
233.5000,169.9480
86.5000,81.8506
153.0000,121.9348
149.0000,191.9989
124.5000,135.6833
334.0000,322.1525
90.0000,74.4732
202.0000,197.6844
168.0000,219.2209
237.5000,136.0210
290.0000,237.8789
170.5000,206.4676
149.0000,136.4333
240.0000,310.2446
328.0000,307.3262
280.0000,369.1976
146.0000,142.5318
156.0000,120.7132
166.0000,112.6077
125.5000,135.4744
166.0000,150.7993
174.0000,179.5007
114.0000,188.7212
88.0000,146.6217
71.5000,85.4244
82.5000,93.7434
80.0000,176.7116
114.5000,112.2612
191.0000,213.4929
68.0000,127.2670
209.5000,154.6479
137.5000,106.0582
196.5000,120.8263
279.0000,197.5552
135.0000,202.0204
223.5000,173.7669
194.0000,209.3224
147.0000,163.3722
42.5000,79.8449
232.5000,199.1202
290.0000,295.6167
138.5000,190.8862
80.0000,124.7506
76.5000,107.2459
140.5000,170.7313
222.5000,135.3870
172.5000,198.4723
135.0000,146.3644
232.0000,197.8885
283.5000,316.7018
89.5000,139.8046
132.0000,186.5618
227.0000,191.1424
107.0000,139.1851
133.0000,222.6392
208.0000,259.7210
281.0000,179.6403
255.0000,206.6629
145.0000,142.1696
171.0000,155.3713
237.0000,268.1951
192.5000,191.3843
155.0000,126.6505
136.0000,234.7823
91.5000,94.4683
100.3000,133.9593
118.0000,134.6635
120.5000,134.1797
158.0000,87.6454
151.0000,151.6813
150.5000,151.7491
126.5000,176.5679
200.0000,213.2243
211.0000,169.0020
191.0000,244.8703
114.5000,154.1690
199.5000,260.5023
194.0000,170.7824
79.5000,89.6696
123.5000,127.2440
105.0000,188.0036
201.0000,195.5367
45.5000,101.3072
87.0000,119.8304
156.0000,166.2028
177.8000,197.7238
106.0000,81.5196
191.0000,208.3894
92.0000,134.2054
275.0000,176.6250
102.0000,150.4278
74.5000,92.1320
133.5000,115.3890
146.0000,168.3181
259.0000,154.0783
191.0000,171.9129
55.0000,70.6955
75.0000,110.2610
67.5000,113.2569
160.0000,120.9432
216.0000,110.0373
231.0000,170.5546
190.0000,175.3883
122.0000,153.0837
300.0000,157.9155
141.0000,131.3694
100.0000,129.1339
210.0000,139.3662
156.0000,142.5055
262.0000,182.2007
114.5000,123.1013
133.5000,134.4438
66.0000,73.4073
215.0000,181.0793
160.0000,167.2957
127.5000,144.4952
220.2000,192.6920
240.0000,157.4760
161.0000,157.7408
175.5000,169.4202
124.3000,133.4679
119.0000,143.3483
208.0000,216.6685
71.5000,80.7554
105.2000,106.3365
242.5000,187.1394
157.5000,173.3009
148.0000,193.6362
128.0000,133.4697
160.5000,195.2139
63.5000,117.0680
198.0000,195.7323
244.5000,213.6744
199.5000,127.9076
96.5000,118.9040
69.0000,61.5042
57.0000,76.8148
209.0000,226.7274
216.0000,186.8429
159.0000,122.0934
189.5000,168.3568
218.0000,180.1894
237.9000,225.4440
222.0000,122.8688
44.0000,85.5573
190.0000,155.4973
134.5000,155.2466
287.0000,264.4574
112.5000,116.5964
157.0000,218.1589
63.5000,95.2039
69.9000,97.6426
136.0000,96.5356
93.2000,118.6957
149.0000,176.4994
211.5000,206.1723
154.5000,145.0618
85.5000,93.4359
209.0000,256.7426
98.0000,151.4752
108.5000,148.1654
205.0000,201.1299
247.0000,276.6686
89.5000,87.4280
92.0000,118.0848
151.0000,132.7953
174.0000,120.6239
243.0000,255.3589
247.5000,213.9716
123.0000,110.7929
39.8000,86.4735
114.2000,87.1850
118.0000,146.5088
52.8000,82.8062
184.0000,121.4096
195.2000,225.2901
116.0000,140.7429
254.0000,307.4358
191.5000,199.8616
151.0000,200.9497
178.5000,214.5015
77.5000,145.1304
141.6000,129.0976
97.0000,106.7621
145.0000,153.2606
257.0000,204.9421
100.0000,184.7578
220.0000,166.7504
162.0000,194.9925
138.5000,161.7728
183.0000,186.2090
79.5000,117.0671
160.0000,116.1757
301.0000,294.8997
96.5000,152.1530
82.5000,87.5133
115.0000,109.5778
109.0000,167.6582
148.0000,140.9622
133.0000,83.4960
166.5000,91.6793
139.0000,165.4142
110.5000,126.9475
122.0000,84.3582
180.5000,135.9506
111.5000,90.7591
41.0000,64.3705
216.0000,244.4392
112.5000,167.5706
281.0000,275.9111
151.0000,156.2050
152.0000,151.0667
61.0000,118.8951
152.5000,165.8607
127.0000,136.6974
98.5000,112.0126
110.0000,167.0923
100.0000,104.1122
181.5000,157.1898
214.0000,125.7708
322.5000,148.8151
214.5000,202.3432
102.5000,150.1394
164.0000,186.0894
237.0000,177.0492
110.5000,118.0588
309.5000,232.7151
195.5000,175.2765
317.0000,262.0867
279.0000,336.9849
302.0000,268.5417
154.0000,62.0829
184.5000,179.2423
140.0000,126.8865
275.0000,218.5924
80.0000,88.3141
57.5000,82.1369
69.5000,113.5145
115.8000,134.4021
120.0000,120.3993
144.5000,200.6523
242.0000,166.7209
289.0000,220.7638
110.5000,139.1947
244.0000,146.0049
120.5000,146.6067
279.0000,300.0553
118.5000,100.7328
102.8000,160.5839
342.0000,177.3481
94.5000,155.3924
79.0000,134.9074
183.5000,193.7760
237.4000,198.3169
324.0000,308.2044
268.0000,262.6763
184.0000,177.8633
137.5000,150.7991
157.5000,156.9802
125.0000,159.5992
301.0000,279.3065
144.5000,154.1803
160.0000,203.7419
156.5000,133.9188
145.5000,147.8878
43.0000,85.2173
202.0000,161.6705
295.0000,363.0872
76.5000,114.4372
66.0000,83.5791
100.5000,120.3843
102.5000,87.4123
116.0000,134.7230
162.0000,103.7534
179.5000,158.5398
186.5000,348.6808
64.5000,67.7545
114.0000,83.8931
170.0000,205.6972
89.5000,95.1401
217.0000,184.5497
282.0000,264.1169
135.0000,137.5694
218.5000,195.8412
200.0000,127.5567
199.5000,233.0255
